rob_assessment_id,result_id,rob_tool,rob_tool_version,domain,signalling_responses,judgement,rationale,source_location,assessor,checker,bias_direction
topor2019_instrecovery_t120m_paidany__jbi3_sample_size,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,no,The institutional recovery group has 53 members and no confidence interval is given for its 60% salary proportion; at that size the interval on a proportion near 0.6 is roughly plus or minus 13 percentage points.,"Table 1, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi4_subjects_setting_described,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Table 1 gives the flow from 447 to 364 by sex, and Table 2 describes both subgroups by gender, age band, marital status, children at home, country of birth, education and years between first psychiatric contact and first psychosis diagnosis. The catchment, the registers and the income definitions are described.","Tables 1 and 2, p. 921; Method, p. 921",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi5_coverage_of_sample,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"No salary proportion of any kind is reported for the 364-person working-age follow-up group. The two reported subgroups cover 212 of the 364, and the remaining 152 are never described or accounted for anywhere in the report.","Table 1, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi6_condition_identification,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"A psychosis diagnosis complying with DSM-III-IV or ICD-10 recorded by the psychiatric services, with first-time status established from the register history over 2000-2004.","Method, p. 920",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi7_condition_measurement,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,unclear,"Income data come from national registers linked by the personal identity number, so the measurement is objective and identical for everyone. But the report does not define the salary variable beyond 'salary from work on the labour market': no threshold is stated, it is not said whether any salary at all qualifies, and it is not said whether subsidised or sheltered employment counts as salary. The figures are also age-standardised for the income series but not evidently for Table 3.","Method, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi8_statistical_analysis,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,no,"Table 3 reports proportions as percentages only, across 20 cells, with no counts, no per-cell denominators, no confidence intervals and no statistical test of the salary difference between groups or over time. The only modelling in the paper concerns membership of the institutionalisation group, not income source.","Table 3, p. 923; Method, p. 921",claude-opus-5,,
topor2019_instrecovery_t120m_paidany__jbi9_response_rate,topor2019_instrecovery_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"Register linkage largely removes non-response, but 51 deceased, 10 untraceable and 22 'retired' persons were removed from 447 to reach 364, the term 'retired' is never defined, and the report does not state for how many members of either subgroup income data were actually available.","Method, pp. 920-921",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi1_sample_frame,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi1_sample_frame,,yes,"The parent frame is a total catchment population: all persons with a psychosis diagnosis in Psychiatry South Stockholm's catchment area of 282,000 inhabitants, of whom the 447 with a FIRST psychosis diagnosis in 2000-2004 form this cohort. The report notes the population 'could be considered as a total population from the catchment area, as privately financed psychiatric services directed towards persons with a psychosis diagnosis are non-existent in Sweden'.","Method, pp. 920-921",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi2_participant_sampling,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi2_participant_sampling,,no,"The two groups whose salary proportions are reported were not sampled for a prevalence at all: they are defined by whether the person had psychiatric or social service contact during the LAST FIVE CONSECUTIVE YEARS of the ten-year follow-up, a post-baseline variable the paper itself treats as a recovery outcome and which is strongly associated with employment. Together they cover 212 of the 364 working-age follow-up group.","Method, p. 921; Table 1, p. 921",claude-opus-5,,away_from_null_in_the_recovery_group
topor2019_ongoinginst_t120m_paidany__jbi3_sample_size,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi3_sample_size,,unclear,"The ongoing institutionalisation group has 159 members, which would support a reasonably precise proportion, but no count, denominator or interval is printed for any cell so the achieved precision cannot be checked.","Table 1, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi4_subjects_setting_described,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi4_subjects_setting_described,,yes,"Table 1 gives the flow from 447 to 364 by sex, and Table 2 describes both subgroups by gender, age band, marital status, children at home, country of birth, education and years between first psychiatric contact and first psychosis diagnosis. The catchment, the registers and the income definitions are described.","Tables 1 and 2, p. 921; Method, p. 921",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi5_coverage_of_sample,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi5_coverage_of_sample,,no,"No salary proportion of any kind is reported for the 364-person working-age follow-up group. The two reported subgroups cover 212 of the 364, and the remaining 152 are never described or accounted for anywhere in the report.","Table 1, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi6_condition_identification,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi6_condition_identification,,yes,"A psychosis diagnosis complying with DSM-III-IV or ICD-10 recorded by the psychiatric services, with first-time status established from the register history over 2000-2004.","Method, p. 920",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi7_condition_measurement,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi7_condition_measurement,,unclear,"Income data come from national registers linked by the personal identity number, so the measurement is objective and identical for everyone. But the report does not define the salary variable beyond 'salary from work on the labour market': no threshold is stated, it is not said whether any salary at all qualifies, and it is not said whether subsidised or sheltered employment counts as salary. The figures are also age-standardised for the income series but not evidently for Table 3.","Method, p. 921; Table 3, p. 923",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi8_statistical_analysis,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi8_statistical_analysis,,no,"Table 3 reports proportions as percentages only, across 20 cells, with no counts, no per-cell denominators, no confidence intervals and no statistical test of the salary difference between groups or over time. The only modelling in the paper concerns membership of the institutionalisation group, not income source.","Table 3, p. 923; Method, p. 921",claude-opus-5,,
topor2019_ongoinginst_t120m_paidany__jbi9_response_rate,topor2019_ongoinginst_t120m_paidany,jbi_prevalence,JBI critical appraisal checklist for prevalence studies (9 items),jbi9_response_rate,,unclear,"Register linkage largely removes non-response, but 51 deceased, 10 untraceable and 22 'retired' persons were removed from 447 to reach 364, the term 'retired' is never defined, and the report does not state for how many members of either subgroup income data were actually available.","Method, pp. 920-921",claude-opus-5,,
